position,title,link,product_link,product_id,serpapi_product_api,source,price,extracted_price,rating,reviews,thumbnail,delivery,extensions,badge,tag,store_rating,store_reviews,number_of_comparisons,comparison_link,serpapi_product_api_comparisons,old_price,extracted_old_price,second_hand_condition,Query_List,Query,Proxy_rating,Proxy_reviews,Discount,Promo_1,Promo_2,Proxy_store,Proxy_seller_1,Proxy_seller_2,Proxy_seller_3,Proxy_seller_4,Proxy_seller_5,Proxy_seller_6,Proxy_seller_7
52,Gap Boys' Logo Hoodie Hooded Full Zip Sweatshirt,https://www.amazon.com/GAP-Boys-Logo-Hoodie-Sweatshirt/dp/B09R2HYJH8?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/15049516055963216530?gl=us,15049516055963216530,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15049516055963216530,Amazon.com,,25.9,4.9,228.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcTAqGuJf5q75XbS_MYHybKc0j1BRDNL7Ao2BCggc5upnrSi1UKM31tscRGqX_mt6KwEfUU3-7_vVrfv9OfLXt26DE-aKEA1vwuULz6UgUQaN9ulVOTH-jbeUA&usqp=CAE,$6.99 delivery,,Top Quality Store,,4.5,2500.0,,,,,,,gap_q,gap sweatshirts,4.9,228.0,0.0,0,0,1,0,0,0,0,1,0,0
53,Gap Men's Hoodie - White - L,https://www.depop.com/products/shopemme-gap-white-and-camo-hoodie/?srsltid=AfmBOorFKuaU7L1S_Ld5o4vVSdd1jQdzpDCyrtcUABl3PwBK-tctmR__c7Q,https://www.google.com/shopping/product/6792859827938637446?gl=us,6792859827938637446,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=6792859827938637446,Depop,,16.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTDkDHDNpflGGXaLgZOh06iVlPnAlfko7dAMPk3N6UpKGOLnNh85hJT-wFMnbpAoPhj4EuBicdyyTYfivyQfVO_DYrRYCYs8vptmqfTOypQx1osKBnvYcro&usqp=CAE,$7.99 delivery,"['$4.00 below typical', 'LOW PRICE']",,LOW PRICE,,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,1,0,0,0,0,0,0,0,0,0
54,Gap Men's Logo Crew Neck Hoodie,https://www.ebay.com/itm/145312618843?chn=ps&mkevt=1&mkcid=28&var=444516003152&srsltid=AfmBOorUYmDWkOjd-KXHrDya1gTATtgYZFopGBwsWGv5aQNrvbd7ZK2MauY&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1059469540502362630?gl=us,1059469540502362630,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1059469540502362630,eBay - bestsilverjewelryusa,,56.8,2.0,2.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSvCc1r1iFq1liKgVwBb_U2pZItZyf9XOeWxwmRymcrNwj_47MdvXpyIM3B8nVX3IC5r2iU75v0nUoj9NkCGha_A3sBHBHDYJ86ZK4_1Ua5KEODv-Blv38fiQ&usqp=CAE,Free delivery & Free 30-day returns,,,,,,2,"https://www.google.com/shopping/product/1059469540502362630/offers?q=gap+sweatshirts&hl=en&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&gl=us&prds=eto:11050015657029247218_0,pid:17581351416623185867,rsk:PC_6853308181987129248&sa=X&ved=0ahUKEwjWode9iNaBAxUISKQEHRdQC6YQ3q4ECIkX",https://serpapi.com/search.json?engine=google_product&filter=eto%3A11050015657029247218_0%2Cpid%3A17581351416623185867%2Crsk%3APC_6853308181987129248&gl=us&hl=en&offers=1&product_id=1059469540502362630&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwjWode9iNaBAxUISKQEHRdQC6YQ3q4ECIkX,,,,gap_q,gap sweatshirts,2.0,2.0,0.0,0,0,0,0,0,0,0,0,1,0
55,Gap Factory Women's Gap Logo Hoodie Standout Pink Size S,https://www.gapfactory.com/browse/product.do?pid=870260391&vid=1&tid=gfns000002,https://www.google.com/shopping/product/12264701133048816707?gl=us,12264701133048816707,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12264701133048816707,Gap Factory,,34.99,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcT9W-1IwFUKsW4y03Xn7qmW7_GAYzv4OicxLa9nwbwk7C6RGMuQkNgn8Dt7NTiPqchLxZF4qO_1fSRak4dNgerDfNh1MgCjKm3vOQGf-Mo&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],Top Quality Store,SALE,4.6,,,,,,49.99,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,-15.0,0,1,1,1,1,0,0,0,0,0
56,Women's Vintage Soft Quarter-Zip Pullover by Gap Black Size Xxs,https://www.gap.com/browse/product.do?pid=729728012&vid=1&tid=gpns000044,https://www.google.com/shopping/product/9733293041673159613?gl=us,9733293041673159613,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9733293041673159613,Gap,,35.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQr19zfUcMiGp0ICFFWNImvaa8mAid7AZSBCaWS3Xmovj79bxxe8lO8qf0-rYXM5YUMbaG-wUw_gjHk7dJEWAXf2_7lyVjmnBQ7jSRRbDykaCL4h1bn8mv3iA&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$12.00 below typical', 'LOW PRICE']",Top Quality Store,LOW PRICE,4.6,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,1,0,1,1,0,0,0,0,0,0
57,Gap Tops | Gap Hoodie Sweatshirt in Heather Grey | Color: Gray | Size: XXL ...,https://poshmark.com/listing/GAP-hoodie-sweatshirt-in-Heather-grey-63eaf0257f29ddae5318e74f?srsltid=AfmBOoozPU3pzXad-Xliyn3UtW6m8fCdlMx84jVjGtaug-aabAjRl3f3Nio#utm_source=gdm_unpaid,https://www.google.com/shopping/product/13411683424580720863?gl=us,13411683424580720863,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13411683424580720863,Poshmark,,35.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR0Ifp-lzyNJ9681W6OL0QK1Ks7YfBBfzOb-x_1RwXqHudJoGIxsaaOe2ZakxVwwRVOJSFp4mH0UHXZC_-1PTJJrE157L1QIoJQL-nYjM8&usqp=CAE,"Delivery by Fri, Oct 6",,,,,,,,,,,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
58,Gap Women's Sweatshirt - White - M,https://www.depop.com/products/interstyle-vintage-gap-white-sweats-plain/?srsltid=AfmBOoqvfAPCx5EhAfTm6npITEJ2pXXYUwrdxYtf9maEGpVk7dQNn-A9xrI,https://www.google.com/shopping/product/9934121847684280671?gl=us,9934121847684280671,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9934121847684280671,Depop,,20.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSs5reNzLG5rw1onGjAA9AtKAuEe2ibd-D1nY1iWwuvP_hmwRetL06tjtkRbHr7wnB7-GluZlq5KjX4HQ3FerVE493KU_vPuWEl0q_ECCY&usqp=CAE,$9.45 delivery,,,,,,,,,,,used,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,0,0
59,Gap Men's Women's Applique Fleece 1969 Logo Pullover Hoodie W/kangaroo,https://www.ebay.com/itm/304811320877?chn=ps&mkevt=1&mkcid=28&srsltid=AfmBOopd9TWYz1lSmGhMh7npuIMKHnj3QSb0tK7n4UE13Sr9QwPsPdAZZGA&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/1?gl=us&prds=pid:17075298451541724518,17075298451541724518,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=17075298451541724518,eBay - cherrypix,,38.9,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcTmXgA2Aa7nqyvuY3qjLAYKz4aarGr--HhMs29p61qVwx5emFglfN8fXkwxDWK9OsNzwCKKIIhHmxfL1VSIQW6q_FBrgQqAlC4ergZaVCDs&usqp=CAE,Free delivery by Oct 6 & Free 30-day returns,,,,,,,,,,,,gap_q,gap sweatshirts,4.1866666666666665,57.06666666666667,0.0,0,0,0,0,0,0,0,0,1,0
60,Gap Ladies Logo Hoodie True Indigo L,https://poshmark.com/listing/Navy-Blue-Gap-hoodie-625da6379bd5ef199c4e4957?srsltid=AfmBOoowWUJG3F9WcKuPqggdaDS_X7_8x_erSB5_uAVKCILSBQI58P-eqvM&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e#utm_source=gdm_unpaid,https://www.google.com/shopping/product/7097428354457595188?gl=us,7097428354457595188,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7097428354457595188,Poshmark,,25.0,4.6,30.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcRFFjTtkW90IfE0QrfYxyxcwg2u1E8A1Yn3oABid0P1jPRxc0obEtMyWGqWDpV6NLPSu-T6YeIsCnTDJZAS1I_uAk2oUBB1srKnC7eiZlg&usqp=CAE,"Delivery by Fri, Oct 6",['SALE'],,SALE,,,2,"https://www.google.com/shopping/product/7097428354457595188/offers?q=gap+sweatshirts&hl=en&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&gl=us&prds=eto:1843890038759932849_0,pid:1852408579563852037,rsk:PC_15568938652430381314&sa=X&ved=0ahUKEwjWode9iNaBAxUISKQEHRdQC6YQ3q4ECO0X",https://serpapi.com/search.json?engine=google_product&filter=eto%3A1843890038759932849_0%2Cpid%3A1852408579563852037%2Crsk%3APC_15568938652430381314&gl=us&hl=en&offers=1&product_id=7097428354457595188&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwjWode9iNaBAxUISKQEHRdQC6YQ3q4ECO0X,,29.0,,gap_q,gap sweatshirts,4.6,30.0,-4.0,0,1,0,0,0,0,0,0,0,0
1,Gap Factory Men's Gap Logo Hoodie Cool Brown Size L,https://www.gapfactory.com/browse/product.do?pid=546844471&vid=1&tid=gfns000002,https://www.google.com/shopping/product/12825512216165961093?gl=us,12825512216165961093,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=12825512216165961093,Gap Factory,,20.0,,,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcR3wGMSzSHcZMLbSzyEpQVswpYFaoRy2-MS9QV8LQm40-E2KqIwyzYwxhpK3GJo7S2DU45NTQYztRdT0ZaOJ-QFEyXxD97NL8H8f62p-dU&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$4.99 below typical', 'LOW PRICE']",,LOW PRICE,4.6,,,,,,,,gap_q,gap hoodies,4.603571428571429,218.89285714285714,0.0,1,0,0,1,1,0,0,0,0,0
2,Men's Arch Logo Hoodie by Gap True Black Size XXL,https://www.gap.com/browse/product.do?pid=715036042&vid=1&tid=gpns000044,https://www.google.com/shopping/product/5208389977285393034?gl=us,5208389977285393034,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5208389977285393034,Gap,,39.0,4.9,719.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQwh3P3np6y7vyybEiqn1bQgidsCMSV2rIbo5ETXYt0IebuZ2MUQJBkZn7zcu3egldy35_f6rmjOSJ0_b-kmw0F14TAvrp7pSryWlqDRTOt_f7PHqrZ1OzU&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],,SALE,4.6,,,,,,49.95,,gap_q,gap hoodies,4.9,719.0,-10.950000000000003,0,1,0,1,0,0,0,0,0,0
3,Gap Factory Men's Gap Logo Hoodie Turkish Coffee Brown Size L,https://www.gapfactory.com/browse/product.do?pid=546844341&vid=1&tid=gfns000002,https://www.google.com/shopping/product/15158928772054603262?gl=us,15158928772054603262,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15158928772054603262,Gap Factory,,20.0,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcRGIOBZJBCGpedGrPQMnhQIBJrL14XGICSIStMJvhHMl-DdVSZTdjTlupFjCTL_OatxqH76iDM9QgsZCLO7cl-K0V38HmdD17v4XAyxCdW2jSkie2x9NjD8nw&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$4.99 below typical', 'LOW PRICE']",,LOW PRICE,4.6,,,,,,,,gap_q,gap hoodies,4.603571428571429,218.89285714285714,0.0,1,0,0,1,1,0,0,0,0,0
4,Gap Women's Logo Hoodie Hooded Full Zip Sweatshirt,https://www.amazon.com/womens-Logo-Hoodie-Sweatshirt-Ruby/dp/B09R3BF6VJ?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/3977009641731889307?gl=us,3977009641731889307,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3977009641731889307,Amazon.com,,34.99,,,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQydl6Fm209fW501T99NN7rxlAHQ4EH-Pxbz9hDflDsNWJeaaghKZlFe5uhsR5T36W0S3-i3rVl1nv1Qf2UDh9BvyHgCzIS-aiKSsisRZmjPXymsbCEWrfSEQ&usqp=CAE,$6.99 delivery,,,,4.5,2500.0,5+,"https://www.google.com/shopping/product/3977009641731889307/offers?q=gap+hoodies&hl=en&gl=us&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&prds=eto:16032381057614222389_0,pid:17781524971003840113&sa=X&ved=0ahUKEwjL4tTBiNaBAxU7g_0HHWdBBewQ3q4ECJ0Q",https://serpapi.com/search.json?engine=google_product&filter=eto%3A16032381057614222389_0%2Cpid%3A17781524971003840113&gl=us&hl=en&offers=1&product_id=3977009641731889307&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwjL4tTBiNaBAxU7g_0HHWdBBewQ3q4ECJ0Q,,,,gap_q,gap hoodies,4.603571428571429,218.89285714285714,0.0,0,0,0,0,0,0,0,1,0,0
5,Men's Arch Logo Hoodie by Gap Blue Size XXL,https://www.gap.com/browse/product.do?pid=715036012&vid=1&tid=gpns000044,https://www.google.com/shopping/product/3044487571701451265?gl=us,3044487571701451265,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=3044487571701451265,Gap,,24.0,4.9,719.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcRBqBgB-MFaNT04THiaBiG0SNsIrpV-pp0uAP784GwC-bCnm5Cx2rKncmd90iDB5mwcWy5dzpnGQ_9TaJTtPkPjCoZlwkR5e6OEXnAoJnJU4vUwsUoSkjEl&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$15.00 below typical', 'LOW PRICE']",,LOW PRICE,4.6,,,,,,,,gap_q,gap hoodies,4.9,719.0,0.0,1,0,0,1,0,0,0,0,0,0
6,Yeezy Gap Engineered by Balenciaga Dove Hoodie Washed Black,https://stockx.com/yeezy-gap-engineered-by-balenciaga-dove-hoodie-black?country=US&currencyCode=USD&size=S&srsltid=AfmBOoovygG0Wg3vBEuFHOOYQowyjaUbRClsYMAptpci2mtoRLsd7p0M8Jg,https://www.google.com/shopping/product/9365429321104446455?gl=us,9365429321104446455,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9365429321104446455,StockX,,658.0,4.0,1.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQA5ylHgR6kq33RQcjY6m-BrOwk1fc8RB3DmfLjX5YjCAwmPHxREkESP3zwu1NQ-naCrWKEbwG8kqX5bUzgvD6Z_addCD7SdW9s-ItbmMLccVgkakskQ8EU&usqp=CAE,$65.56 delivery,"['$110.00 below typical', 'LOW PRICE']",,LOW PRICE,4.0,32100.0,,,,,,,gap_q,gap hoodies,4.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0
7,Gap Factory Zip Hoodie Gray and White Marl Size S,https://www.gapfactory.com/browse/product.do?pid=488829001&vid=1&tid=gfns000002,https://www.google.com/shopping/product/7808046691935482643?gl=us,7808046691935482643,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=7808046691935482643,Gap Factory,,12.0,4.8,80.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTHmNGPlg-lY9ssF6Pvsgv23w1iWhHrIRMlOH4LOWNwt2il5JOp9NyWxIP1THmjnL0gO_Sen_ZHKRwHAs9S2me8Ovi7EmuQF6dI5Pf3IPkwEGtSeT4VEGQ0&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$2.99 below typical', 'LOW PRICE']",,LOW PRICE,4.6,,,,,,,,gap_q,gap hoodies,4.8,80.0,0.0,1,0,0,1,1,0,0,0,0,0
8,Men's Arch Logo Hoodie by Gap Black Combo Size Xs,https://www.gap.com/browse/product.do?pid=715036142&vid=1&tid=gpns000044,https://www.google.com/shopping/product/13875193043611665824?gl=us,13875193043611665824,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=13875193043611665824,Gap,,24.0,4.9,719.0,https://encrypted-tbn2.gstatic.com/shopping?q=tbn:ANd9GcQ1losvDTB2syNZQhe3IgQNjuig1gwOn3pu_YIjNhonUsnXZ_ne-JvbSJUYOi98tQU13kuRPImwhLdX8nlHT0hShaGRInR1SlLR_raoDYlhfJwKRqxy41c_yQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$10.00 below typical', 'LOW PRICE']",,LOW PRICE,4.6,,,,,,,,gap_q,gap hoodies,4.9,719.0,0.0,1,0,0,1,0,0,0,0,0,0
9,Gap Factory Men's Gap Logo Hoodie Light Blue Shadow Size XL,https://www.gapfactory.com/browse/product.do?pid=546844511&vid=1&tid=gfns000002,https://www.google.com/shopping/product/8450139254565584643?gl=us,8450139254565584643,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=8450139254565584643,Gap Factory,,34.99,,,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcTIVsqjZGltp64SLR0sGSyYC-saG65wrUXcu-qQoWyQVkXAfmN0nh0MdT5uB8oAOgEoAe9Zax7gIloDdjWS9KkA7Aqt9RjAyY8Rr_0rERiIRywFg5RCouLR&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",,,,4.6,,,,,,,,gap_q,gap hoodies,4.603571428571429,218.89285714285714,0.0,0,0,0,1,1,0,0,0,0,0
10,Men's Arch Logo Hoodie by Gap Medium Heather Gray Tall Size M,https://www.gap.com/browse/product.do?pid=715036002&vid=2&tid=gpns000044,https://www.google.com/shopping/product/9985354740522295493?gl=us,9985354740522295493,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9985354740522295493,Gap,,29.0,4.9,719.0,https://encrypted-tbn0.gstatic.com/shopping?q=tbn:ANd9GcQmkgE2P-C-Gvm6DxqP9F9VEL4YeBBRX9PiLLakUSG_0w2akbWjh3gZB5np2QEUpglULhQHiUlH62jPzNa3hY-MkcC79nWPAXst3PeGD9kRz87qDpQx5l9Y&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns","['$10.00 below typical', 'LOW PRICE']",,LOW PRICE,4.6,,,,,,,,gap_q,gap hoodies,4.9,719.0,0.0,1,0,0,1,0,0,0,0,0,0
11,Gap Men's Logo Hoodie Hooded Full Zip Sweatshirt,https://www.amazon.com/Gap-mens-Logo-Hoodie-Sweatshirt/dp/B09R37T9BD?source=ps-sl-shoppingads-lpcontext&ref_=fplfs&psc=1&smid=ATVPDKIKX0DER,https://www.google.com/shopping/product/5958364932397818117?gl=us,5958364932397818117,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=5958364932397818117,Amazon.com,,29.99,4.6,7.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcS33XyVusQptdIW--YRHXwCRAvqQrT-0otaawLQwrLez3Mn6lNK8QAMAoV_-79WTqXbRoUylScry3SHU5eOzlNn15IZFPYijaI1xYuhRMdn-0r2BisiFJHY&usqp=CAE,$7.50 delivery,,,,4.5,2500.0,,,,,,,gap_q,gap hoodies,4.6,7.0,0.0,0,0,0,0,0,0,0,1,0,0
12,Gap Men's Logo Fleece Hoodie Hooded Sweatshirt,https://www.ebay.com/itm/204211165166?chn=ps&mkevt=1&mkcid=28&var=504788016408&srsltid=AfmBOoqh28ur0YGzsCeBFTlLdtQuQdTUjsRWaLbE8H1gXoTk6GaDpwEL6CU&com_cvv=d30042528f072ba8a22b19c81250437cd47a2f30330f0ed03551c4efdaf3409e,https://www.google.com/shopping/product/15928070756814129303?gl=us,15928070756814129303,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=15928070756814129303,eBay - jaipurexport,,65.37,4.7,292.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcSKULVu2O1MQTSluWVlBiW1a3d2otPqSClXRuHQoWzwNj0znHy0oF2YErwuyUTDO2Wg2ySq7rR5CyqReVhdEAZE719mISm1RtknMNYRVallgiQAmcTpq-VEvg&usqp=CAE,Free delivery & Free 30-day returns,,,,,,5+,"https://www.google.com/shopping/product/15928070756814129303/offers?q=gap+hoodies&hl=en&gl=us&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&prds=eto:18402239213353375783_0,pid:613905056290430097,rsk:PC_10124561304455849015&sa=X&ved=0ahUKEwjL4tTBiNaBAxU7g_0HHWdBBewQ3q4ECJMS",https://serpapi.com/search.json?engine=google_product&filter=eto%3A18402239213353375783_0%2Cpid%3A613905056290430097%2Crsk%3APC_10124561304455849015&gl=us&hl=en&offers=1&product_id=15928070756814129303&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwjL4tTBiNaBAxU7g_0HHWdBBewQ3q4ECJMS,,,,gap_q,gap hoodies,4.7,292.0,0.0,0,0,0,0,0,0,0,0,1,0
13,Real Jackets Brown Gap Logo Hoodie,https://rjackets.com/product/brown-gap-logo-hoodie?utm_source=Google%20Shopping&utm_campaign=Free%20Listing&utm_medium=cpc&utm_term=11997&srsltid=AfmBOoqvHs6bCxwBAoye68fAmXIZmlrPc0fqhT3IElQav3UKvRZrrbAvSCg,https://www.google.com/shopping/product/1610096753696054575?gl=us,1610096753696054575,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1610096753696054575,Real Jackets,,59.0,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcR8eRe5WUWbhxjIalwnSlMojbTvc3VDqnL-JI4QZXVtvtrL9zhOZ3Oz02UC7qU2xaRWuqU_5N_fGMpzKMY2cHpVvoj8Xwcw4Aqdv0_jKRk1&usqp=CAE,"Free delivery by Wed, Oct 11",,,,,,,,,,,,gap_q,gap hoodies,4.603571428571429,218.89285714285714,0.0,0,0,0,0,0,0,0,0,0,0
14,Gap Factory Men's Gap Logo Zip Hoodie True Black Size S,https://www.gapfactory.com/browse/product.do?pid=218871171&vid=1&tid=gfns000002,https://www.google.com/shopping/product/9844793156389034211?gl=us,9844793156389034211,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=9844793156389034211,Gap Factory,,29.99,,,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcQGQh2C_-I9ZwI3DPlSo71Onzd1lpANJa9SkemiQwYNJ97XDXFvG2FIvEBi3ozt1pzWis39MN5eEO75m3r7glfFx9vNtiQvSEt-u6WCPkc2&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],,SALE,4.6,,,,,,49.99,,gap_q,gap hoodies,4.603571428571429,218.89285714285714,-20.000000000000004,0,1,0,1,1,0,0,0,0,0
15,"Gap Men's Varsity Inspired 1969 Logo Long Sleeve Hoodie (Heather Grey, XXL)",https://www.walmart.com/ip/GAP-Men-s-Varsity-Inspired-1969-Logo-Long-Sleeve-Hoodie-Heather-Grey-XXL/1906579207?wmlspartner=wlpa&selectedSellerId=1949,https://www.google.com/shopping/product/1548212491464282978?gl=us,1548212491464282978,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=1548212491464282978,Walmart - Ewirelessgear,,25.9,4.8,20.0,https://encrypted-tbn3.gstatic.com/shopping?q=tbn:ANd9GcTmIq3gK2xzH1SlD3P6Y7X5aE0WEH37u6Y9iAa25jflThK9Xb3nwwOwtxhQz38WPCs_iKJAZ0HgUjfunme0Bx_X0msS5J_5m6du4xEnEIJMwNOJxxG0h4MvZw&usqp=CAE,Free delivery,,,,,,4,"https://www.google.com/shopping/product/1548212491464282978/offers?q=gap+hoodies&hl=en&gl=us&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&prds=eto:10112387000762143917_0,pid:14593311384209353690,rsk:PC_213372044070890943&sa=X&ved=0ahUKEwjL4tTBiNaBAxU7g_0HHWdBBewQ3q4ECMgS",https://serpapi.com/search.json?engine=google_product&filter=eto%3A10112387000762143917_0%2Cpid%3A14593311384209353690%2Crsk%3APC_213372044070890943&gl=us&hl=en&offers=1&product_id=1548212491464282978&sa=X&uule=w+CAIQICINVW5pdGVkIFN0YXRlcw&ved=0ahUKEwjL4tTBiNaBAxU7g_0HHWdBBewQ3q4ECMgS,,,,gap_q,gap hoodies,4.8,20.0,0.0,0,0,0,0,0,0,0,0,0,1
16,Men's Arch Logo Hoodie by Gap Light Heather Gray Size XXL,https://www.gap.com/browse/product.do?pid=715005202&vid=1&tid=gpns000044,https://www.google.com/shopping/product/11320475937939633915?gl=us,11320475937939633915,https://serpapi.com/search.json?device=desktop&engine=google_product&gl=us&google_domain=google.com&hl=en&location=United+States&product_id=11320475937939633915,Gap,,39.0,4.8,388.0,https://encrypted-tbn1.gstatic.com/shopping?q=tbn:ANd9GcSN1EgaGxZ7UnICOdi_Io7b0_HrQY_WOwrBeNnsriCBiXpBJNFM5Kn4AytH44iHIAH9ckUliIrb5VaLxSceh2LKn2XD1L9UUKMXQBplwabTevzSAxqDit9fpQ&usqp=CAE,"Delivery by Mon, Oct 9 · Free 30-day returns",['SALE'],,SALE,4.6,,,,,,49.95,,gap_q,gap hoodies,4.8,388.0,-10.950000000000003,0,1,0,1,0,0,0,0,0,0
